site_id,site_name,site_type,latitude,longitude,address,established_year,status,description,additional_info
11,Festival Huế,Du lịch ,16.46634822,107.5803431,"Festival, Lý Thường Kiệt, Phú Nhuận, Huế, Phường Thuận Hóa, Thành phố Huế, 54000, Việt Nam",2000,Đang hoạt động,"Festival Huế được tổ chức 2 năm một lần, là một sự kiện văn hóa lớn được tổ chức tại Huế vào các năm chẵn nhằm mục đích tưởng nhớ về những giá trị truyền thống tại cố đô Huế. Tham gia lễ hội này, du khách sẽ được thưởng thức những màn biểu diễn nghệ thuật đường phố, ngâm thơ, các buổi trưng bày đầy màu sắc, hòa nhạc, chơi trống và xem các bộ phim lịch sử. Festival Huế đầu tiên có tên là Festival Việt-Pháp được tổ chức năm 1992 . Cho đến năm 2000 thì đổi tên là Festival Huế. Là một trong những lễ hội lớn, Festival Huế với nhiều chương trình lễ hội cộng đồng được tái dựng với một không gian rộng lớn cả trong và ngoài thành phố, góp phần làm sống lại các giá trị văn hóa của Huế.",Tổ chức từ năm 2000
12,Lễ hội Thanh Trà,Lễ hội,16.44655649,107.5512933,,,  ,"Lễ hội Thanh Trà Nằm bên rìa Tây - Nam thành phố Huế, Thủy Biều được dòng sông Hương thơ mộng ôm trọn vào lòng; phường Thủy Biều ngày nay là sự hợp nhất của hai làng cổ thời xưa. Một làng tên là Nguyệt Biều và một làng tên là Lương Quán. Ca dao: “ Nguyệt Biều - Lương Quán bao xa/ Cách nhau cái hói chia ra hai làng ”. Theo thư tịch của các dòng họ thì làng Nguyệt Biều hình thành vào khoảng năm 1559, còn làng Lương Quán thì thành lập sau đó. Có thể hiểu nôm na nghĩa của tên phường Thủy Biều như sau: Thủy tức là nước, Biều tức là cái bầu, hay quả bầu. Thủy Biều tức là cái Bầu Nước. Nếu nhìn trên bản đồ ta sẽ thấy được hình ảnh dòng sông Hương bao bọc Thủy Biều như một bầu nước bao quanh một dải đất phù sa. Vùng đất Thủy Biều vừa nhẹ nhàng với cảnh sắc, ngọt ngào với cây trái, nhưng lại rất tráng lệ với những di tích lịch sử và những ngôi nhà rường cổ kính. Đấu trường Hổ Quyền có dáng hình vành khăn, đã trải qua 183 năm, hiện nay vẫn còn nguyên vẹn với thành trong, thành ngoài, khán đài, cổng vào và bậc đá, khiến du khách có thể hình dung phần nào về những trận đấu sống còn giữa voi và cọp năm xưa. Bên cạnh đó, hệ thống nhà rường cổ hơn 100 năm tuổi với lối kiến trúc theo chữ Đinh, Khẩu hoặc Công vẫn còn nguyên vẹn. Cùng với những lợi thế về nét nét đẹp thiên nhiên, văn hóa, lịch sử Thủy Biều đã làm mới mình bằng những dự án khu du lịch 5 sao Làng Việt, khu du lịch Vườn Huế... Cùng với đó, các công trình di tích lịch sử cũng đã được trùng tu, sửa chữa, nhiều dịch vụ du lịch được đưa vào khai thác như: du thuyền khám phá sông Hương và các vùng ven sông Hương với nhiều hoạt động như: học nấu ăn món Huế, đạp xe dạo chơi trên đường quê Thủy Biều, ngâm chân trong nước ấm với cây thuốc và massage chân... Thủy Biều dần mang đậm sắc màu của du lịch sinh thái. * Thủy Biều may mắn được vòng tay của bà mẹ sông Hương ôm trọn vào lòng, mỗi tấc đất là nguồn dinh dưỡng và phù sa, sản sinh ra nhiều hoa thơm quả ngọt, song ấn tượng nhất vẫn là thanh trà - chỉ riêng cái tên gọi mỹ miều này thôi đã làm cho bao người háo hức. Đây là một loại quả mà người Huế rất thích ăn bởi nó rất thơm ngon. Cây thanh trà chẳng ai biết nó sinh ra và lớn lên ở quê hương Thủy Biều từ bao giờ, phải chăng đây là một trong những sản phẩm địa phương từng cung ứng cho đời sống cung đình, hay một giống bưởi quý được di thực từ nơi khác đến, thích ứng với điều kiện thổ nhưỡng hoặc do kỹ thuật bí truyền mà Lương Quán, Nguyệt Biều cho ra đời một sản phẩm ưu việt đến như vậy? Với nhận xét của những người từng đi nhiều nơi trên đất nước ta, tất cả những giống bưởi nổi tiếng khắp hai miền Nam, Bắc, từ bưởi Đoan Hùng (Phú Thọ), bưởi Diễn - nay thuộc Hà Nội, bưởi Phúc Trạch (Hà Tĩnh) đến bưởi Biên Hòa, bưởi Năm Roi, bưởi da xanh của đồng bằng Nam bộ, hiếm giống bưởi nào có thể sánh với trái thanh trà Nguyệt Biều, Lương Quán ở Huế. Đặc điểm của thanh trà Nguyệt Biều là ngọt thanh, độ ráo vừa phải, không có dư vị đắng. Mùa Trung thu, thanh trà Nguyệt Biều chế biến thành món nộm tôm mực dùng khai vị trong các bữa ăn. Thanh trà vốn thuộc họ bưởi nhưng quả bé hơn, da xanh, vỏ mỏng, múi dày. Đặc biệt, thanh trà khác các giống bưởi ở chỗ, vỏ thanh trà có mùi tinh dầu thơm nhẹ rất đặc trưng, múi thanh trà nhiều nước nhưng không nhão, ăn có vị ngọt mát và hơi the cay như vị của vỏ cam, quýt. Trái thanh trà chín vào mùa thu (bắt đầu từ tháng bảy âm lịch) và cho quả trong vòng hai tháng. Những người Huế sành ăn thường chọn thanh trà Nguyệt Biều, họ cho rằng cái ăn cốt để cho thơm miệng, ngọt lưỡi, mát họng mới đúng tiêu chuẩn thưởng thức của hương vị cây trái, đặc biệt với quả thanh trà Nguyệt Biều hội tụ đủ các yếu tố tuyệt hảo ấy. Nếu ăn thanh trà, mà không thử làm món gỏi thanh trà trộn mực khô thì chưa phải gọi là biết thưởng thức thanh trà, với cách làm đơn giản, chế biến gọn nhẹ nhưng vị ngon thì rất độc đáo khiến người đã ăn, biết ăn muốn được ăn thêm nhiều lần nữa… Thanh trà đã là một phần quan trọng trong cuộc sống của bà con nông dân, họ đã khấm khá lên nhờ những quả thanh trà mọng nước, tiếng tăm vang xa. Ông Tôn Thất Đào - Chủ tịch UBND Phường Thủy Biều cho biết: “Hiện nay, diện tích trồng thanh trà ở phường Thủy Biều khoảng 147ha, cho thu nhập lên đến 17 tỷ đồng mỗi năm, dân cư ở đây ngày càng khấm khá lên cũng nhờ làm kinh tế từ cây thanh trà vốn đã nổi tiếng từ lâu”.",Đặc sản: Thanh Trà Huế
13,Lễ hội điện Hòn Chén,Lễ hội,16.42207326,107.5629259,, ,  ,"Lễ hội Điện Huệ Nam là lễ hội dân gian truyền thống gắn với di tích Điện Huệ Nam (còn gọi là Điện Hòn Chén) và đình làng Hải Cát thuộc xã Hương Thọ, thị xã Hương Trà, tỉnh Thừa Thiên Huế (nay thuộc làng Hải Cát, phường Long Hồ, thành phố Huế) nhằm suy tôn Thánh mẫu Thiên Y A Na. Lễ hội Điện Huệ Nam là sinh hoạt truyền thống mang yếu tố văn hoá tâm linh thờ phụng Thánh Mẫu Thiên Y A Na được cử hành vào tháng ba và tháng bảy âm lịch hàng năm. Hoạt động Lễ hội góp phần bảo tồn và phát huy giá trị văn hóa, di sản gắn với di tích; đồng thời, đáp ứng nhu cầu tinh thần của cộng đồng thực hành tín ngưỡng thờ mẫu Tam Phủ - di sản văn hóa phi vật thể đại diện của nhân loại đã được UNESCO công nhận vào ngày 01/12/2016; thu hút khách du lịch đến với Huế. Tại Huế, nghi thức thực hành Tín ngưỡng thờ Mẫu Tam phủ này được tổ chức long trọng và bài bản nhất vào các dịp diễn ra Lễ hội Điện Huệ Nam (Lễ hội Điện Hòn Chén). Hầu hết nghi lễ chính diễn ra tại ngôi điện nằm trên núi Ngọc Trản bên bờ sông Hương, nơi thờ Thiên Y A Na Thánh Mẫu. Ngoài các lễ chính, còn các lễ phóng sinh, phóng đăng, với các làn điệu chầu văn xứ Huế... thu hút hàng trăm chiếc thuyền ngược dòng sông Hương với lượng du khách rất đông đến từ các tỉnh trong cả nước về với lễ hội.",
14,Lễ hội đu tiên,Lễ hội,16.55927325,107.4557201,,,Đang tổ chức,"Lễ hội Đu Tiên thôn Gia Viên, xã Phong Hiền, huyện Phong Điền diễn ra vào mồng 4 Tết hằng năm là một hoạt động lễ hội văn hoá truyền thống nổi bật ở Huế. Lễ hội Đu Tiên trở thành lễ hội truyền thống trong dịp Tết Nguyên đán, là cơ hội để dân làng quây quần cùng nhau đón năm mới, tham gia trò chơi rèn luyện sức khỏe, cầu cho mưa thuận gió hòa, làm ăn thuận lợi, mùa màng bội thu. Ngoài làng Gia Viên, lễ hội đu tiên vẫn được lưu giữ và tái hiện nhiều ở làng khác ở Thừa Thiên Huế như Quảng Thọ (huyện Quảng Điền), Điền Hòa (huyện Phong Điền)… trong những ngày Tết cổ truyền; với rất nhiều loại cây đu và lối chơi đu khác nhau.",Lễ chính: Tháng 3 & 7 âm lịch
15,Hội Minh Hương Huế,Lễ hội,16.64162822,107.4935905,,,Đang tổ chức,"Cuộc di tản của 10 hộ gia đình giàu có người nhà Minh ở phương Bắc để tránh sự trừng phạt của bạo quyền triều Mãn Thanh đã đưa đẩy họ đến vùng đất của xứ Quảng ngày nay. Sau vài lần di chuyển nơi cư trú, cuối cùng họ dời tới đất Lâm Sa để lập ra làng Minh Hương. Minh Hương có nghĩa là làng của người triều đại nhà Minh xa xứ sinh sống. Năm 1644 nhà Mãn Thanh lật đổ nhà Minh, đặt ách thống trị nghiệt ngã đối với những người theo chế độ Minh triều, xóa bỏ hoàn toàn cơ chế, quyền lực của nhà Minh, đồng hóa mọi tập tục, sinh hoạt theo nhà Mãn Thanh, còn gọi Thanh triều. Bị nhà Thanh đàn áp, nhiều người di tản đến các nước trong khu vực để cư trú chính trị. Thời gian đầu của cuộc chạy loạn này vào thế kỷ XVII, một đoàn người Hoa gồm 10 gia đình đã đến Quảng Nam, Đại Việt bằng đường biển và được chúa Nguyễn cho định cư. Theo văn tự khắc trên bia đá chùa Phúc Kiến, Hội An thì 10 gia đình (thập lão gia) lúc đầu vào Cửa Đại rồi ngược sông Thu Bồn đến tạm cư tại làng Trà Kiệu (nay thuộc H. Duy Xuyên), trồng dâu, nuôi tằm, khai hoang nông vụ và lấy nghề buôn bán làm kế sinh nhai. Một thời gian sau, thập lão gia thấy ở quá xa biển, gặp nhiều bất tiện trong giao thương, trao đổi hàng hóa nên quyết định dời xuống làng Trà Nhiêu (nay thôn Trà Đông, xã Duy Vinh, H. Duy Xuyên) sát bên dòng Trường Giang, đóng tàu bè để vận chuyển hàng ra vào Cửa Đại. Thời gian sau, thập lão gia lại rủ nhau di dời nhà cửa về làng Thanh Hà, nơi có tam gia ba họ là Tẩy, Ngô và Trương đều có gốc ở Chiếu An, tỉnh Phúc Kiến (Trung Quốc) cũng là những người trốn tránh sự trừng phạt của triều Mãn Thanh đến sau cuộc ly hương của thập lão đang định cư tại đây để cùng nhau mưu sinh. Mảnh đất này khi ấy đã có ngôi chùa được xây dựng từ năm Bính Dần 1626 là Cẩm Hà Cung bị mục nát, hư hỏng nhiều nên thập lão gia bàn tính trùng tu lại chùa rồi đặt danh xưng là Cẩm Hải Nhị Cung. Thập lão gia là những người giàu có, của cải mang theo khi chạy giặc nhiều cùng với chính sách mềm dẻo, khôn ngoan, có tầm nhìn chiến lược của chúa Nguyễn nên họ được ưu đãi, được phép giao lưu, buôn bán với người Nhật, Y Pha Nho, Bồ Đào Nha... nên cuộc sống của họ ngày càng thịnh vượng. Thập lão gia lại tiếp tục một lần di chuyển nơi cư trú nữa đến vùng đất xứ Lâm Sa (nay là P. Minh An, Hội An). Khi thập lão gia tới làng Lâm Sa, họ được sự giúp đỡ rất nhiều của hòa thượng Huệ Hồng và ni cô Diệu Thành, tức bà Ngô Thị Lành. Bà Lành là người Đại Việt, lấy chồng họ Trịnh, người Hoa. Chồng bà là một thương gia giàu có bậc nhất ở Hội An lúc bấy giờ nhưng do chồng chết nên bà xuống tóc đi tu. Chính ni cô Diệu Thành đã hiến tặng cho thập lão gia toàn bộ đất đai rộng lớn do vợ chồng bà làm chủ sở hữu để thập lão gia lập ra làng Minh Hương, do ngài Trương Thừa Kim, một trong thập lão gia làm trưởng làng đầu tiên. Có nơi cư trú ổn định, họ bắt đầu xây dựng nhà thờ tiền hiền, chùa Ông, chùa Cầu và nhiều kiến trúc khác.",
16,Lễ tế Xã Tắc,Lễ hội,16.46563832,107.5708811,,,Đang tổ chức,"Vào thời nhà Nguyễn, Lễ tế Xã Tắc là một trong những nghi lễ cung đình quan trọng xếp vào hàng “đại tự”, thể hiện khát vọng hòa hợp, chung sống với thiên nhiên. Lễ tế đề cao những giá trị nhân văn, phù hợp với đạo lý của dân tộc Việt Nam. Năm 1806, vua Gia Long cho xây dựng đàn Xã Tắc. Xã là vị thần quan trọng nhất trong 5 vị thổ thần, Tắc là lúa - quý nhất trong ngũ cốc. Vì là thờ Đất và Lúa nên đất để xây dựng đàn Xã Tắc được cả các thành, dinh, trấn trong toàn quốc theo lệnh vua, phải đóng góp đất sạch để đắp đàn. Bởi vậy, đàn Xã Tắc còn tượng trưng cho đất đai cả Tổ quốc, ý nghĩa của đàn Xã Tắc vì thế càng thêm thiêng liêng. Đàn được xây ở bên trong Kinh thành, phía tây của Hoàng thành, xưa thuộc xã Hữu Niên (sau thành phường Ngưng Tích), nay thuộc địa phận phường Thuận Hòa, Thành phố Huế. Đây là một trong những di tích cung đình đặc biệt quan trọng của Cố đô Huế. Dưới thời nhà Nguyễn, đàn Xã Tắc được xếp cùng hàng với đàn Nam Giao và Ngũ miếu trong Hoàng thành, một trong những “Miếu Đàn” trọng yếu của triều đình và hoàng gia.",Nghi lễ triều Nguyễn
17,Lễ hội Đền Huyền Trân,Lễ hội,16.41921429,107.6083751,,,Đang tổ chức,"Lễ hội đền Huyền Trân Công chúa là một hoạt động văn hoá có ý nghĩa tri ân, ghi nhận và tưởng nhớ Công chúa Huyền Trân - người đã có công với nước trong việc mở rộng bờ cõi, giang sơn, gấm vóc của dân tộc về phía nam (nay là vùng đất nam Quảng Trị và Thừa Thiên Huế). Vào ngày mồng Chín tháng Giêng (âm lịch) hàng năm, nhằm ngày mất của Bà, tỉnh Thừa Thiên Huế tổ chức Lễ hội đền Huyền Trân Công chúa trên núi Ngũ Phong (nay là Trung tâm Văn hóa Huyền Trân - 151 Thiên Thai, phường An Tây, thành phố Huế).",Địa điểm: Đền Huyền Trân
18,Trận Đà Nẵng (1859–1860),Lịch sử,,,,1858,Đang tổ chức,"Trận Đà Nẵng (1859–1860) hay Liên quân Pháp – Tây Ban Nha tấn công Thành phố Đà Nẵng lần thứ hai là một trong những trận đánh mở đầu cho cuộc chiến tranh Pháp-Việt 1858-1884 trong lịch sử Việt Nam . Đây là trận đánh kéo dài nhiều tháng, khởi sự từ 20 tháng 4 năm 1859 và kết thúc vào 22 tháng 3 năm 1860 , là ngày mà tất cả liên quân phải rời khỏi mặt trận Đà Nẵng ( Việt Nam ) sau 19 tháng chiếm đóng ( 31 tháng 8 năm 1858 – 22 tháng 3 năm 1860 ). Ở mặt trận Đà Nẵng , từ khi Phó Đô đốc De Genouilly kéo đại quân vào tấn công Gia Định , với số quân còn lại trên dưới một ngàn người, Đại tá Faucon, người được giao lại quyền, cũng đã tổ chức được hai cuộc tấn công quân Việt : Theo sách Lịch sử Việt Nam (1858 - cuối thế kỷ 19) , thì trong khoảng thời gian đó ""đại quân của tướng Nguyễn Tri Phương vẫn cứ án binh bất động"" trước một đạo quân xâm lược ít hơn, đang bị cô lập, bị dịch bệnh; thuốc men, lương thực đều thiếu... và đang kêu cứu. [ 2 ]",Thời gian: 1858–1860
19,Chiến dịch Huế – Đà Nẵng,Lịch sử,16.24318864,108.1354602,,1975,,"Chiến dịch Huế – Đà Nẵng là một chiến dịch trong các chiến dịch lớn của cuộc Tổng tấn công và nổi dậy Mùa xuân năm 1975 do Quân Giải phóng miền Nam Việt Nam phát động, dẫn đến kết thúc thành công cuộc Chiến tranh Việt Nam . Chiến dịch này bắt đầu từ ngày 5 tháng 3 đến ngày 29 tháng 3 năm 1975 sau khi chiến dịch Tây Nguyên bắt đầu được một ngày. Diễn biến các hoạt động quân sự của chiến dịch bao gồm ba chiến dịch nhỏ hơn được tiến hành gối nhau về thời gian: Chiến dịch Trị Thiên 1975, Chiến dịch Nam-Ngãi và Chiến dịch Đà Nẵng. Giống như ở Tây Nguyên, sự can thiệp của tổng thống Việt Nam Cộng hoà là Nguyễn Văn Thiệu với chiến lược ""cố thủ"" mới của ông cũng là một trong những nguyên nhân đưa đến việc Quân khu I thất thủ. Kết quả của chiến dịch này là Quân đoàn I Quân lực Việt Nam Cộng hòa phải rút bỏ Quân khu I. Để tránh nguy cơ bị tiêu diệt hoàn toàn, Quân đoàn II phải bỏ lại toàn bộ địa bàn ven biển miền Trung Trung bộ. Hai quân đoàn này sau đó đã phải giải thể. Những đơn vị còn lại được sáp nhập vào Quân đoàn III . Tuyến phòng thủ của quân đội Việt Nam Cộng hòa đã lùi từ mức 1 (giữ Huế - Đà Nẵng trở vào) xuống dưới mức 5 (giữ Ninh Thuận trở vào), làm phá sản những dự kiến hồi tháng 8 năm 1974 trong bản Kế hoạch quân sự Lý Thường Kiệt 1975 cũng như kế hoạch phòng thủ 5 mức đã được tổng thống Nguyễn Văn Thiệu vạch ra ngày 11 tháng 3 năm 1975. Quân Giải phóng miền Nam Việt Nam có thời cơ để đẩy nhanh sự tan rã của Quân lực Việt Nam Cộng hòa và sự sụp đổ của Việt Nam Cộng hoà . Trước và trong khi Chiến dịch diễn ra, quần chúng nhân dân tại các địa phương đã tích cực hỗ trợ quân Giải phóng. Hoạt động tiến công, nổi dậy của quần chúng nhân dân hướng tới buộc QLVNCH và Cảnh sát VNCH rơi vào thế bị động. Tại Quảng Nam và Đà Nẵng, quần chúng nhân dân đã giúp QGP và Công an Giải phóng bức hàng những binh lính VNCH vẫn còn chống trả, không chịu đầu hàng. [ 7 ] Phía Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam đã chuẩn bị các phương án hỗ trợ quần chúng làm chủ các điểm chiến lược như đài phát thanh, trụ sở làm việc,... [ 8 ]",Chiến dịch Xuân 1975
20,Bà Nà Hills,Du lịch,16.00074685,107.9959675,"Sun World Bà Nà Hills, Wine Cellar, Xã Bà Nà, Thành phố Đà Nẵng, Việt Nam",1919,Đang tồn tại,"Bà Nà là khu bảo tồn thiên nhiên đồng thời cũng là quần thể du lịch nghỉ dưỡng toạ lạc tại khu vực thuộc dãy Trường Sơn nằm ở xã Bà Nà cách trung tâm Đà Nẵng khoảng 25 km về phía Tây Nam . Toàn bộ quần thể du lịch nghỉ dưỡng nằm trên đỉnh Núi Chúa có độ cao 1487 m so với mực nước biển Núi Bà Nà nằm ở dải đất Miền Trung với khí hậu mát mẻ quanh năm. Chỉ hơn 10 năm trở lại đây, Bà Nà Hills mới được nhiều người biết đến với tổ hợp các công trình du lịch, qua đó đạt danh hiệu “Khu du lịch hàng đầu Việt Nam ” 4 năm liên tiếp từ năm 2014 – 2017 . Năm 1901, Quan toàn quyền Đông Dương Paul Doumer muốn tìm một nơi tương tự như Đà Lạt để xây dựng khu nghỉ mát, nghỉ dưỡng, chữa bệnh cho các quan chức , binh lính và sĩ quan người Pháp . Nhiệm vụ được giao cho Debay , một Đại úy thủy quân lục chiến , trực tiếp chỉ huy tìm kiếm.",Cao độ: 1487m
21,Chùa Linh Ứng,Du lịch,16.00420711,108.2642842,"Chùa Linh Ứng, 290, Phố Khâm Thiên, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 10017, Việt Nam",2010,Đang hoạt động,"Chùa Linh Ứng ( chữ Hán : 靈應寺) – Bãi Bụt, Sơn Trà , Đà Nẵng là một trong ba ngôi chùa cùng mang tên Linh Ứng ở Đà Nẵng. Do cố ý vì mục đích kinh doanh hay vì một lý do nào đó mà 2 ngôi chùa mới xây sau này đều cùng tên với ngôi chùa cổ. Không rõ là do vô tình hay do chữ duyên mà cả ba ngôi chùa đều được tọa lạc trên những vị thế đắc địa của thành phố Đà Nẵng, tạo thành một ""tam giác"" linh thiêng trong thành phố. Đó là chùa Linh Ứng Non Nước, nằm trên hòn Thủy sơn của một trong 5 ngọn núi Ngũ Hành Sơn. Chùa Linh Ứng Bà Nà nằm trên chót vót núi cao của địa danh nghỉ mát ""Đà Lạt của miền Trung"" và Linh ứng Bãi Bụt, Sơn Trà, nằm lưng chừng núi – bán đảo Sơn Trà. Chùa Linh Ứng Bãi Bụt là ngôi chùa to nhất, mới nhất và đẹp nhất trong 3 ngôi chùa. [ 1 ] Chùa Linh Ứng được đặt viên đá táng đầu tiên vào ngày 19/6/ 2004 âm lịch, sau 6 năm xây dựng ngày 30/7/ 2010 (nhằm ngày 19/6 năm Canh Dần ) thì chính thức khánh thành. Đến nay, chùa vẫn còn tiếp tục xây dựng thêm nhiều hạng mục mới. [ 1 ] Chùa Linh Ứng - Bãi Bụt nằm trên bán đảo Sơn Trà trực thuộc quận Sơn Trà, thành phố Đà Nẵng, do Thượng tọa Thích Thiện Nguyện trụ trì.",Tượng Phật cao 67m
22,Cầu Sông Hàn,Du lịch,16.07224804,108.2268199,"Cầu Sông Hàn, Phường An Hải, Thành phố Đà Nẵng, 50207, Việt Nam",2000,Đang hoạt động,"Cầu Sông Hàn là một trong những cây cầu bắc qua sông Hàn ở Đà Nẵng , miền Trung Việt Nam . Đây là cây cầu xoay đầu tiên do kỹ sư, công nhân Việt Nam tự thiết kế và thi công và là cây cầu quay duy nhất còn có khả năng xoay được ở Việt Nam hiện nay. Cầu là vạch nối liền hai trục đường chính của Đà Nẵng là đường Lê Duẩn ở bờ Tây và đường Phạm Văn Đồng ở bờ Đông. Cầu có chiều dài 487,7 mét , rộng 12,9 mét, gồm 11 nhịp, mỗi nhịp dài 33 mét, kết cấu bê tông cốt thép dự ứng lực và 2 nhịp dây văng có tổng chiều dài 122,7 mét , kết cấu dầm và tháp cầu chính bằng thép , bản mặt cầu bằng bê tông cốt thép. [ 2 ] Cầu sông Hàn là cầu xoay đầu tiên do kỹ sư, công nhân Việt Nam tự thiết kế và thi công, và là cây cầu xoay duy nhất còn có khả năng xoay được ở Việt Nam hiện nay (cây cầu xoay đầu tiên là cầu Quay ở Mỹ Tho hoàn thành vào thập niên 1890 và sau đó là cầu Đuống cùng cầu Tam Bạc ở Hải Phòng đều hoàn thành năm 1902; cả ba cây cầu đều mất khả năng xoay sau khi xây lại).",Chiều dài: 487.7m
23,Cầu Trần Thị Lý,Du lịch,16.05048353,108.2298944,"Cầu Trần Thị Lý, Phường Ngũ Hành Sơn, Thành phố Đà Nẵng, 02363, Việt Nam",2013,Đang hoạt động,"Cầu Trần Thị Lý là cây cầu bắc qua sông Hàn ở thành phố Đà Nẵng , Việt Nam . Cây cầu này thay thế cho hai cây cầu cũ là Nguyễn Văn Trỗi và Trần Thị Lý . [ 1 ] Cầu được khánh thành và đi vào hoạt động năm 2013 . Cầu Trần Thị Lý hiện nay là cây cầu xây dựng hoàn toàn mới tại vị trí của cầu Trần Thị Lý (cũ). Cầu Trần Thị Lý (cũ) đã bị tháo dỡ năm 2003 . Trước đây cầu Trần Thị Lý (cũ) là cây cầu đầu tiên bắc qua sông Hàn của Đà Nẵng .",Cầu dây văng; Khánh thành 2013
24,Cầu Rồng,Du lịch,16.06138256,108.227757,"Cầu Rồng, Phước Ninh, Phường Hải Châu, Thành phố Đà Nẵng, 02363, Việt Nam",2013,Đang hoạt động,"Cầu Rồng là cây cầu thứ 6 và là cây cầu mới nhất bắc qua sông Hàn . [ 1 ] Vì cây cầu có hình dáng giống một con rồng nên được gọi là Cầu Rồng Cầu Rồng dài 666 m và rộng 37,5 m với 6 làn xe chạy. Cầu được khởi công xây dựng vào ngày 19/7/ 2009 và chính thức thông xe ngày 29 tháng 3 năm 2013, kinh phí xây cầu gần 1,5 nghìn tỷ đồng (US$88m). [ 2 ] Cầu được thiết kế bởi Ammann & Whitney Consulting Engineers với tập đoàn Louis Berger. Việc xây dựng được thực hiện bởi Tổng công ty xây dựng công trình giao thông 1. Cây cầu hiện đại này bắc qua sông Hàn tại bùng binh (cũ) Lê Đình Dương/Bạch Đằng, tạo con đường ngắn nhất từ sân bay quốc tế Đà Nẵng tới các đường chính trong thành phố Đà Nẵng, và một tuyến đường trực tiếp đến bãi biển Mỹ Khê và bãi biển Non Nước ở rìa phía đông của thành phố. Cầu được thiết kế và xây dựng với hình dạng của một con rồng có khả năng phun lửa và phun nước. [ 3 ] Hiện tại, thời gian phun lửa và phun nước bắt đầu vào lúc 21 giờ các ngày thứ sáu, thứ bảy, Chủ nhật hàng tuần và các ngày lễ lớn. [ 4 ]",Chiều dài: 666m; Chiều rộng: 37.5m; Phun lửa/nước 21:00 Th6–CN
25,Cầu Thuận Phước,Du lịch,16.09548864,108.2206868,"Cầu Thuận Phước, Phường Hải Châu, Thành phố Đà Nẵng, 50207, Việt Nam",2009,Đang hoạt động,"Cầu Thuận Phước là cây cầu treo dây võng bắc qua 2 bờ sông Hàn , nối đường Nguyễn Tất Thành với cầu Mân Quang giữa 2 quận Hải Châu và Sơn Trà thuộc thành phố Đà Nẵng . Cầu Thuận Phước được khởi công xây dựng vào ngày 16 tháng 1 năm 2003 [ 1 ] với vốn đầu tư gần 1.000 tỷ đồng do thành phố Đà Nẵng làm chủ đầu tư từ nguồn ngân sách. Công ty Cổ phần tư vấn xây dựng 533 liên danh với Viện Thiết kế cầu đường số 2 Trung Quốc thiết kế. Công ty Cơ khí xây dựng công trình 623 thuộc Tổng Công ty Xây dựng Công trình giao thông 6 là nhà thầu chính thi công phần cầu chính dây võng. Liên danh Công ty công trình giao thông Đà Nẵng và Công ty cơ khí Thăng Long thuộc Tổng công ty xây dựng Thăng Long là các nhà thầu thi công phần cầu dẫn, cả ở phía Hải Châu và phía Sơn Trà. Cầu thông xe kỹ thuật ngày 25 tháng 3 năm 2009 và khánh thành ngày 19 tháng 7 năm 2009 . Trong quá trình xây dựng cầu tại vị trí cửa sông Hàn đổ ra vịnh Đà Nẵng , địa chất cửa sông phức tạp, gây khó khăn cho việc thi công móng và mố, trụ cầu, đặc biệt là móng 2 trụ tháp. Cầu có chiều cao kiến trúc lớn, lại ở cửa biển nên ảnh hưởng của gió cũng làm cho tiến độ thi công bị chậm.",Chiều dài: 1856m
